row,path,generator,is_real,split,label,content,content_label_source,annotator,review_status
32731,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_00728.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32733,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003157.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32734,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_000918.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32735,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_004353.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32736,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01488.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32738,C:\datasets\genimage_norm_crop\WildFake\NATURE\imagenet\imagenet_002724.jpg,real,1,cross_generator_test,0,,,,unreviewed
32739,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004162.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32740,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002072.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32741,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02381.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32742,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001972.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32743,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_000273.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32744,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02965.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32745,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002186.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32746,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02091467_8192.jpg,real,1,cross_generator_test,0,,,,unreviewed
32747,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00563.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32748,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n02027492_10752.jpg,real,1,cross_generator_test,0,,,,unreviewed
32749,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002433.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32750,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_004240.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32751,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n04357314_13811.jpg,real,1,cross_generator_test,0,,,,unreviewed
32752,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00429.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32753,C:\datasets\genimage_norm_crop\WildFake\NATURE\church\church_003606.jpg,real,1,cross_generator_test,0,,,,unreviewed
32754,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\ILSVRC2012_val_00036312.jpg,real,1,cross_generator_test,0,,,,unreviewed
32755,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001484.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32757,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_02709.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32760,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n04356056_8044.jpg,real,1,cross_generator_test,0,,,,unreviewed
32762,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002858.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32763,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003796.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32765,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_004724.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32767,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_003577.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32768,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_01226.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32770,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n03075370_41647.jpg,real,1,cross_generator_test,0,,,,unreviewed
32773,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02697.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32775,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_004290.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32776,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_000392.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32777,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_03932.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
32778,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_02169.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32781,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_01819.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32782,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n01491361_6585.jpg,real,1,cross_generator_test,0,,,,unreviewed
32783,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_004292.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32784,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n03218198_1936.jpg,real,1,cross_generator_test,0,,,,unreviewed
32785,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_01981.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32786,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002674.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32787,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_01837.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32789,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004819.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32791,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\ILSVRC2012_val_00000772.jpg,real,1,cross_generator_test,0,,,,unreviewed
32792,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_04641.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
32793,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001661.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32794,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n04019541_11920.jpg,real,1,cross_generator_test,0,,,,unreviewed
32795,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004759.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32796,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_000362.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32800,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_00544.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32801,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001531.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32803,C:\datasets\genimage_norm_crop\WildFake\NATURE\coco\coco_004622.jpg,real,1,cross_generator_test,0,,,,unreviewed
32804,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_003853.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32807,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_00318.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32809,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003233.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32810,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003013.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32814,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_000776.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32815,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00197.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32816,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_003549.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32818,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_02592.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32821,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03770679_28493.jpg,real,1,cross_generator_test,0,,,,unreviewed
32822,C:\datasets\genimage_norm_crop\WildFake\NATURE\imagenet\imagenet_001865.jpg,real,1,cross_generator_test,0,,,,unreviewed
32824,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001112.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32825,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\ILSVRC2012_val_00011888.jpg,real,1,cross_generator_test,0,,,,unreviewed
32826,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004221.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32827,C:\datasets\genimage_norm_crop\WildFake\NATURE\imagenet\imagenet_004505.jpg,real,1,cross_generator_test,0,,,,unreviewed
32830,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_000067.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32831,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n04548362_6082.jpg,real,1,cross_generator_test,0,,,,unreviewed
32832,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004161.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32833,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004721.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32834,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_004359.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32836,C:\datasets\genimage_norm_crop\WildFake\NATURE\coco\coco_003277.jpg,real,1,cross_generator_test,0,,,,unreviewed
32837,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n04044716_8829.jpg,real,1,cross_generator_test,0,,,,unreviewed
32838,C:\datasets\genimage_norm_crop\real_extra\places365\food_01559.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
32839,C:\datasets\genimage_norm_crop\WildFake\NATURE\coco\coco_002398.jpg,real,1,cross_generator_test,0,,,,unreviewed
32841,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003622.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32842,C:\datasets\genimage_norm_crop\WildFake\NATURE\ffhq\ffhq_001511.jpg,real,1,cross_generator_test,0,,,,unreviewed
32844,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_02766.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32846,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_000729.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32847,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001177.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32851,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00164.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32853,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02684.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32854,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004048.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32856,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001726.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32857,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01415.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32858,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002854.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32859,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_00324.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32860,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00711.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32861,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01244.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32863,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_000692.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32865,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03776460_5634.jpg,real,1,cross_generator_test,0,,,,unreviewed
32868,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001610.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32869,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_00362.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32870,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_000340.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32872,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03223299_1232.jpg,real,1,cross_generator_test,0,,,,unreviewed
32873,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00384.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32875,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001025.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32876,C:\datasets\genimage_norm_crop\WildFake\NATURE\afhq\afhq_002623.jpg,real,1,cross_generator_test,0,,,,unreviewed
32878,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003716.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32879,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_004614.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32880,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002103.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32881,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02754.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32883,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00253.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32884,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00669.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32885,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004445.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32886,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_04668.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
32888,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002567.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32889,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001231.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32891,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02804414_6804.jpg,real,1,cross_generator_test,0,,,,unreviewed
32892,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_01611.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32893,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_000302.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32894,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002978.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32895,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_01489.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32896,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001416.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32897,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00486.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32899,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_000659.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32901,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003360.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32902,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00171.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32903,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03584254_7037.jpg,real,1,cross_generator_test,0,,,,unreviewed
32905,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_000557.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32906,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004483.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32907,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01319.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32908,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02413.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32910,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n04118538_2041.jpg,real,1,cross_generator_test,0,,,,unreviewed
32911,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_003225.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32912,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_004875.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32914,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01966.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32916,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_01596.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32917,C:\datasets\genimage_norm_crop\real_extra\flickr30k\flickr_01921.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
32918,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01189.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32919,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001962.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32920,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01168.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32921,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_02519.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32922,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001930.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32924,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01800.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32925,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002488.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32926,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_003114.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32927,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_03636.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
32931,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n02277742_17925.jpg,real,1,cross_generator_test,0,,,,unreviewed
32932,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_00725.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32933,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002853.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32934,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02643.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32935,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_04612.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
32936,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002343.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32937,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_02537.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32938,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n04266014_5666.jpg,real,1,cross_generator_test,0,,,,unreviewed
32939,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002765.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32940,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_04443.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
32941,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n03967562_28368.jpg,real,1,cross_generator_test,0,,,,unreviewed
32942,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02346.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32943,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002398.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32945,C:\datasets\genimage_norm_crop\WildFake\NATURE\afhq\afhq_003165.jpg,real,1,cross_generator_test,0,,,,unreviewed
32946,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_004339.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32947,C:\datasets\genimage_norm_crop\imagenet_ai_0424_sdv5\NATURE\n03384352_4333.jpg,real,1,cross_generator_test,0,,,,unreviewed
32948,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01925.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32949,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00616.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32950,C:\datasets\genimage_norm_crop\real_extra\places365\food_08281.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
32951,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_00402.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32952,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_000706.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32953,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n01985128_29739.jpg,real,1,cross_generator_test,0,,,,unreviewed
32954,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002670.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32955,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_02426.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32957,C:\datasets\genimage_norm_crop\glide\imagenet_glide\NATURE\n04548362_2600.jpg,real,1,cross_generator_test,0,,,,unreviewed
32958,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001852.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32959,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_00415.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32961,C:\datasets\genimage_norm_crop\real_extra\places365\food_08122.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
32962,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_00125.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32963,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_002231.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32965,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01410.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32969,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_004604.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32972,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_001543.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32973,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_01186.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32974,C:\datasets\genimage_norm_crop\real_extra\places365\cars_02828.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
32978,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03133878_13936.jpg,real,1,cross_generator_test,0,,,,unreviewed
32982,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_01089.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32984,C:\datasets\genimage_norm_crop\unseen_generators\waifu_gan\waifu_02827.jpg,waifu_gan,0,cross_generator_test,1,,,,unreviewed
32985,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_04473.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
32987,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n03992509_3194.jpg,real,1,cross_generator_test,0,,,,unreviewed
32988,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00196.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
32990,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_000468.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32991,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n03832673_15061.jpg,real,1,cross_generator_test,0,,,,unreviewed
32992,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_001667.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
32993,C:\datasets\genimage_norm_crop\real_extra\places365\cars_04108.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
32995,C:\datasets\genimage_norm_crop\unseen_generators\dcgan_pretrained\dcgan_04911.jpg,dcgan_unseen,0,cross_generator_test,1,,,,unreviewed
32996,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n03697007_11637.jpg,real,1,cross_generator_test,0,,,,unreviewed
32998,C:\datasets\genimage_norm_crop\WildFake\AI\ddim\ddim_002227.jpg,wildfake_ddim,0,cross_generator_test,1,,,,unreviewed
32999,C:\datasets\genimage_norm_crop\real_extra\places365\food_03648.jpg,real_extra,1,cross_generator_test,0,,,,unreviewed
33000,C:\datasets\genimage_norm_crop\stable_diffusion_v1_4\imagenet_ai_0419_sdv4\NATURE\n03777754_9561.jpg,real,1,cross_generator_test,0,,,,unreviewed
33001,C:\datasets\genimage_norm_crop\ADM\imagenet_ai_0508_adm\NATURE\n04273569_3945.jpg,real,1,cross_generator_test,0,,,,unreviewed
33003,C:\datasets\genimage_norm_crop\unseen_generators\fursona_gan\fursona_00857.jpg,fursona_gan,0,cross_generator_test,1,,,,unreviewed
33004,C:\datasets\genimage_norm_crop\WildFake\AI\other\other_000629.jpg,wildfake_other,0,cross_generator_test,1,,,,unreviewed
